REF,RESTRICTION,SITE_NAME,SUMMARY,AUTHORITY,DATE_FROM,DATE_TO,LEG_NAME,LEG_DATE,LEG_LINK,MORE_INFO,UPDATED
1435,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 21","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1436,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 22","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1445,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 23","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1446,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 24","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1447,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 25","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1448,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 26","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1449,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 27","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1450,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 28","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1451,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 29","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1428,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 3","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1429,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 4","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1430,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 5","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
2146,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 6(a)","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-11-15
1426,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 6(b)","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1427,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 7","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1437,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 8","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
1438,1,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds - Area 9","No person shall dig for, fish for or take any sea fisheries resource in or from the prohibited areas. The prohibition does not apply to the fishing for or taking of sea fisheries resources: by means of a net; by means of a rod and line; or by means of a hook and line.","Southern IFCA",,,"Prohibition of Gathering (Sea Fisheries Resources) in Seagrass Beds",2013-12-20,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Gathering-Seagrass-Beds-Byelaw-FINAL.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
2131,1,"Prohibition Of Seine Net, Draw Net Or ‘Snurrevaad’","No person shall use in fishing for sea fish any seine net or any draw net of the kind known as the Danish seine or ‘snurrevaad’.","North Eastern IFCA",,,"Byelaw IV: Prohibition Of Seine Net, Draw Net Or ‘Snurrevaad’",1959-02-06,http://www.ne-ifca.gov.uk/legislation-and-byelaws/byelaw-regulations/,http://www.ne-ifca.gov.uk/legislation-and-byelaws/,2021-11-05
2151,1,"Prohibition on Mechanical Dredging in the Solway Firth","The vessel to which this licence relates is prohibited, at all times, from deploying mechanical dredging gear in the Solway Firth. While the vessel is in the specified area, any mechanical dredging gear carried on board the vessel, must be properly stored and secured in such a way, that it may not be used readily and to avoid any doubt of its deployment in the water.","Scottish Government (Marine Scotland)",,,"Cateory A Licence: Conditions",2022-01-02,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1044040/Cat_A_Licence_Conditions_11_V1_1Jan2022.pdf,https://www.gov.uk/guidance/understand-your-fishing-vessel-licence,2022-01-11
2174,1,"Rathlin Island restricted area 2022","Prohibits fishing using static gear within a marine protected area designated under The Conservation (Natural Habitats, etc.) Regulations (Northern Ireland) 1995 and the Marine Act (Northern Ireland) 2013. The static gear prohibition does not apply to any person fishing with single pots at a depth of less than 10 below Chart Datum as shown on the Admiralty Chart.",DAERA,,,"The Marine Protected Areas (Prohibited Methods of Fishing) Regulations (Northern Ireland) 2022 (as amended by:  The Marine Protected Areas (Prohibited Methods of Fishing) (Amendment) Regulations (Northern Ireland) 2022)",2023-01-01,https://www.legislation.gov.uk/nisr/2022/292/pdfs/nisr_20220292_en.pdf,,2023-02-17
2175,1,"Rathlin Island SAC and MCZ 2022","Prohibits fishing for sea-fish by demersal mobile gear in this area which is within a marine protected area designated under The Conservation  (Natural Habitats, etc.) Regulations (Northern Ireland) 1995 and the Marine Act (Northern Ireland) 2013.

",DAERA,,,"The Marine Protected Areas (Prohibited Methods of Fishing) Regulations (Northern Ireland) 2022 (as amended by:  The Marine Protected Areas (Prohibited Methods of Fishing) (Amendment) Regulations (Northern Ireland) 2022)",2023-01-01,https://www.legislation.gov.uk/nisr/2022/292/pdfs/nisr_20220292_en.pdf,,2023-02-17
1094,1,"Rathlin Zone","Fishing for sea-fish using demersal mobile gear is prohibited in the Rathlin Zone.",DAERA,,,"The Rathlin Island (Prohibited Methods of Fishing) Regulations (Northern Ireland) 2016",2016-12-16,https://www.legislation.gov.uk/nisr/2016/408/made,https://gis.daera-ni.gov.uk/arcgis/apps/webappviewer/index.html?id=e44a8e27333241bfa2faf4a387fd99d7,2021-07-19
2183,1,"Red Bay SAC 2022 ","Prohibits fishing for sea-fish by demersal mobile gear. Fishing using static gear is also restricted at a depth of 10 metres or more below Chart Datum (as shown on the Admiralty Chart) which is within a marine protected area designated under The Conservation (Natural Habitats, etc.) Regulations (Northern Ireland) 1995 and the Marine Act (Northern Ireland) 2013.
",DAERA,,,"The Marine Protected Areas (Prohibited Methods of Fishing) Regulations (Northern Ireland) 2022 (as amended by:  The Marine Protected Areas (Prohibited Methods of Fishing) (Amendment) Regulations (Northern Ireland) 2022)",2023-01-01,https://www.legislation.gov.uk/nisr/2022/292/pdfs/nisr_20220292_en.pdf,,2023-03-07
2183,2,"Red Bay SAC 2022 ","Prohibits fishing for sea-fish by demersal mobile gear. Fishing using static gear is also restricted at a depth of 10 metres or more below Chart Datum (as shown on the Admiralty Chart) which is within a marine protected area designated under The Conservation (Natural Habitats, etc.) Regulations (Northern Ireland) 1995 and the Marine Act (Northern Ireland) 2013.
",DAERA,,,"The Marine Protected Areas (Prohibited Methods of Fishing) Regulations (Northern Ireland) 2022 (as amended by:  The Marine Protected Areas (Prohibited Methods of Fishing) (Amendment) Regulations (Northern Ireland) 2022)",2023-01-01,https://www.legislation.gov.uk/nisr/2022/292/pdfs/nisr_20220292_en.pdf,,2023-03-07
2125,1,"Red Rocks and Longay MPA","The deployment (by any means) or use of any: passive fishing gear, demersal fishing gear, rod and line or handline, fishing by hand, diving, and any form of dredging is prohibited. ","Scottish Government (Marine Scotland)",,,"Marine Conservation Order",2021-03-17,https://www.legislation.gov.uk/ssi/2021/463/contents/made,https://sitelink.nature.scot/site/10584,2021-11-02
1476,1,"Regulation of the Use of Stake or Stop Nets in Langstone Harbour","No person shall in fishing for sea fish place or maintain across or partly across a channel or creek, at any place which becomes dry at low water, any stake, stop or dosh net during the period between the commencement of the last  hour before the tide leaves that place and the expiration of the first hour after the tide has begun to re-flow at that place.","Southern IFCA",,,"Regulation of the Use of Stake or Stop Nets in Langstone Harbour",2019-11-19,https://secure.toolkitfiles.co.uk/clients/25364/sitedata/Redesign/Byelaws/Use-of-Stake-or-Stop-Nets-in-Langstone.pdf,https://www.southern-ifca.gov.uk/all-regulations,2021-09-03
2081,1,"Restrictions on Use of a Dredge Byelaw ","A person must not use a dredge for the exploitation of sea fisheries resources except in accordance with a permit issued under this byelaw.","North Western IFCA",,,"Byelaw- Restrictions on use of a dredge",2017-12-13,https://www.nw-ifca.gov.uk/app/uploads/Restrictions-on-the-use-of-a-dredge-byelaw-2017.pdf,https://www.nw-ifca.gov.uk/byelaws/,2021-08-12
1100,1,"Rhu Narrows","Otherwise than in accordance with a written permission granted by the Queen\'s harbour master, no trawling or fishing by nets, whether drift or set nets, or laying of lobster and / or crab pots","Scottish Government (Marine Scotland)",,,"SSI 2011 No. 1680 (Art 5)",2011-07-21,http://www.legislation.gov.uk/uksi/2011/1680/schedule/5/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1525,1,"River and Estuarine Fishing Nets Byelaw 2017: Hayle estuary","A person must not place or use a fishing net for fishing for or taking sea fish in a river, estuary, channel or stream.","Cornwall IFCA",,,"River and Estuarine Fishing Nets Byelaw 2017",2018-01-08,https://secure.toolkitfiles.co.uk/clients/17099/sitedata/Byelaws%20and%20orders/Cornwall_IFCA/RiverandEstuarineFishingNetsByelaw2017.pdf,https://www.cornwall-ifca.gov.uk/Byelaws_Regulations,2021-09-03
1526,1,"River and Estuarine Fishing Nets Byelaw 2017: Helford River","A person must not place or use a fishing net for fishing for or taking sea fish in a river, estuary, channel or stream.","Cornwall IFCA",,,"River and Estuarine Fishing Nets Byelaw 2017",2018-01-08,https://secure.toolkitfiles.co.uk/clients/17099/sitedata/Byelaws%20and%20orders/Cornwall_IFCA/RiverandEstuarineFishingNetsByelaw2017.pdf,https://www.cornwall-ifca.gov.uk/Byelaws_Regulations,2021-09-03
1530,1,"River and Estuarine Fishing Nets Byelaw 2017: Looe River","A person must not place or use a fishing net for fishing for or taking sea fish in a river, estuary, channel or stream.","Cornwall IFCA",,,"River and Estuarine Fishing Nets Byelaw 2017",2018-01-08,https://secure.toolkitfiles.co.uk/clients/17099/sitedata/Byelaws%20and%20orders/Cornwall_IFCA/RiverandEstuarineFishingNetsByelaw2017.pdf,https://www.cornwall-ifca.gov.uk/Byelaws_Regulations,2021-09-03
1529,1,"River and Estuarine Fishing Nets Byelaw 2017: Plymouth Sound, River Tamar and River Lynher","A person must not place or use a fishing net for fishing for or taking sea fish in a river, estuary, channel or stream.","Cornwall IFCA",,,"River and Estuarine Fishing Nets Byelaw 2017",2018-01-08,https://secure.toolkitfiles.co.uk/clients/17099/sitedata/Byelaws%20and%20orders/Cornwall_IFCA/RiverandEstuarineFishingNetsByelaw2017.pdf,https://www.cornwall-ifca.gov.uk/Byelaws_Regulations,2021-09-03
1523,1,"River and Estuarine Fishing Nets Byelaw 2017: River Camel","A person must not place or use a fishing net for fishing for or taking sea fish in a river, estuary, channel or stream.","Cornwall IFCA",,,"River and Estuarine Fishing Nets Byelaw 2017",2018-01-08,https://secure.toolkitfiles.co.uk/clients/17099/sitedata/Byelaws%20and%20orders/Cornwall_IFCA/RiverandEstuarineFishingNetsByelaw2017.pdf,https://www.cornwall-ifca.gov.uk/Byelaws_Regulations,2021-09-03
1527,1,"River and Estuarine Fishing Nets Byelaw 2017: River Fal","A person must not place or use a fishing net for fishing for or taking sea fish in a river, estuary, channel or stream.","Cornwall IFCA",,,"River and Estuarine Fishing Nets Byelaw 2017",2018-01-08,https://secure.toolkitfiles.co.uk/clients/17099/sitedata/Byelaws%20and%20orders/Cornwall_IFCA/RiverandEstuarineFishingNetsByelaw2017.pdf,https://www.cornwall-ifca.gov.uk/Byelaws_Regulations,2021-09-03
1528,1,"River and Estuarine Fishing Nets Byelaw 2017: River Fowey","A person must not place or use a fishing net for fishing for or taking sea fish in a river, estuary, channel or stream.","Cornwall IFCA",,,"River and Estuarine Fishing Nets Byelaw 2017",2018-01-08,https://secure.toolkitfiles.co.uk/clients/17099/sitedata/Byelaws%20and%20orders/Cornwall_IFCA/RiverandEstuarineFishingNetsByelaw2017.pdf,https://www.cornwall-ifca.gov.uk/Byelaws_Regulations,2021-09-03
1524,1,"River and Estuarine Fishing Nets Byelaw 2017: The Gannel","A person must not place or use a fishing net for fishing for or taking sea fish in a river, estuary, channel or stream.","Cornwall IFCA",,,"River and Estuarine Fishing Nets Byelaw 2017",2018-01-08,https://secure.toolkitfiles.co.uk/clients/17099/sitedata/Byelaws%20and%20orders/Cornwall_IFCA/RiverandEstuarineFishingNetsByelaw2017.pdf,https://www.cornwall-ifca.gov.uk/Byelaws_Regulations,2021-09-03
2065,1,"River Medway Nursery Area Byelaw: Medway No Take Zone","A person must not fish for, or take by any means, sea fisheries resources within the restricted area.","Kent & Essex IFCA",,,"River Medway Nursery Area Byelaw",2016-06-21,https://www.kentandessex-ifca.gov.uk/wp-content/uploads/2019/01/KEIFCA-Medway-Byelaw-2016-SIGNED.pdf,https://www.kentandessex-ifca.gov.uk/i-want-to-find-out-about/regulations/keifca-byelaws,2021-09-01
2177,1,"Roaring Rock scallop enhancement site 2022","Prohibits fishing for sea-fish by demersal mobile gear and diving for scallops in this area.
",DAERA,,,"The Scallop Enhancement Sites (Prohibited Methods of Fishing) Regulations (Northern Ireland) 2022",2023-01-01,https://www.legislation.gov.uk/nisr/2022/272/pdfs/nisr_20220272_en.pdf,,2023-02-17
1151,1,"Rockall Haddock Box","All fishing, except with longlines, shall be prohibited in the area.","Scottish Government (Marine Scotland)",,,"EU 2019/1241 (Annex V Part C)",2019-08-14,https://www.legislation.gov.uk/eur/2019/1241/annex/VI/part/C/division/4,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1124,1,"Sanday protected area","Fishing for sea fish with a dredge, beam trawl, demersal trawl, demersal seine net or set net is prohibited in the Sanday Protected Area.","Scottish Government (Marine Scotland)",,,"SSI 2015 No. 435 (Art 10)",2016-02-08,http://www.legislation.gov.uk/ssi/2015/435/article/10/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1689,1,"Scallop closed season: Sussex IFCA District","No person shall dredge for scallops (Pecten maximus) during the prohibited season (the period from 1st June to 31st October in any year, both dates inclusive). ","Sussex IFCA","1st June","31st October","Scallop closed season",2009-11-12,https://www.sussex-ifca.gov.uk/scallop-closed-season,https://www.sussex-ifca.gov.uk/byelaws,2021-09-23
2023,1,"Scallop dredging permitted area","A person must not use a scallop dredge within the permitted area unless that person holds a valid scallop dredging permit.","North Eastern IFCA","1st May","31st October","Byelaw XXIII: Method and area of fishing (Scallop dredges) 2015",2015-12-17,http://www.ne-ifca.gov.uk/legislation-and-byelaws/byelaw-regulations/,http://www.ne-ifca.gov.uk/legislation-and-byelaws/,2021-09-01
2023,2,"Scallop dredging permitted area","A person must not use a scallop dredge within the permitted area unless that person holds a valid scallop dredging permit.","North Eastern IFCA","1st November","30th April","Byelaw XXIII: Method and area of fishing (Scallop dredges) 2015",2015-12-17,http://www.ne-ifca.gov.uk/legislation-and-byelaws/byelaw-regulations/,http://www.ne-ifca.gov.uk/legislation-and-byelaws/,2021-09-01
2051,1,"Scallop dredging prohibited area","A person must not use a scallop dredge within the prohibited area.","North Eastern IFCA",,,"Byelaw XXIII: Method and area of fishing (Scallop dredges) 2015",2015-12-17,http://www.ne-ifca.gov.uk/legislation-and-byelaws/byelaw-regulations/,http://www.ne-ifca.gov.uk/legislation-and-byelaws/,2021-09-01
1927,1,"Scallop order 2010: Cardigan Bay","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government",,,"The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1927,2,"Scallop order 2010: Cardigan Bay","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government","1st May","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1922,1,"Scallop order 2010: Carmarthen Bay","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government",,,"The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1922,2,"Scallop order 2010: Carmarthen Bay","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government","1st May","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1923,1,"Scallop order 2010: Liverpool Bay","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government",,,"The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1923,2,"Scallop order 2010: Liverpool Bay","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government","1st May","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1933,1,"Scallop order 2010: Menai, Anglesey And Conwy","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government",,,"The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1933,2,"Scallop order 2010: Menai, Anglesey And Conwy","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government","1st May","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1937,1,"Scallop order 2010: North Anglesey","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government",,,"The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1937,2,"Scallop order 2010: North Anglesey","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government","1st May","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1931,1,"Scallop order 2010: North Llyn Area ","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government",,,"The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1931,2,"Scallop order 2010: North Llyn Area ","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government","1st May","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1925,1,"Scallop order 2010: Pembrokeshire","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government",,,"The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
1925,2,"Scallop order 2010: Pembrokeshire","Fishing for, taking or killing of scallops by the use of a scallop dredge by British fishing boats is prohibited in this area. No person is to fish for, take or kill scallops in Welsh waters during the period 1 May to 31 October inclusive in each year by any means, including diving.","Welsh Government","1st May","31st October","The Scallop Fishing (Wales) (No.2) Order 2010",2010-03-01,https://www.legislation.gov.uk/wsi/2010/269/schedule/made,https://gov.wales/sea-fisheries,2021-09-23
